gauge_id,frac_snow,p_mean,area_gages2,q_mean
11284400,0.0365047230850116,2.82243394934976,41.72,0.531312470017324
7362587,0.0366380668861851,4.21306776180698,69.77,1.71062052002743
1669520,0.0368199149910729,3.27315947980835,277.39,1.13355210783383
3439000,0.0374660918206049,5.56067488021903,178.67,3.16323217196459
7261000,0.0378060990134872,3.7491279945243,445.81,1.34905392890811
7340300,0.0385678054509223,4.38283367556468,230.43,1.91520257445667
2096846,0.0392525452032849,3.34620396988364,19.57,0.748602690443294
9508300,0.0401188085303456,1.53704996577687,93.0,0.371954569364616
2137727,0.0405315310761795,3.981318275154,329.54,1.75311155928819
1669000,0.0412059832430486,3.19697330595483,71.84,0.9591649311852
2118500,0.0413708350211441,3.49772073921971,400.53,1.13558930595819
1487000,0.0424689894259026,3.33903901437372,187.41,1.30460732632274
1484100,0.042571686471381,3.32127310061602,9.0,0.996853103289104
7335700,0.0430162960741129,4.23528268309377,102.57,2.11655830774763
12020000,0.043553396693619,7.49924024640657,294.22,4.93672935389821
2081500,0.0436247713972968,3.26657905544148,428.37,0.842318679529648
12145500,0.0448546378807159,5.71355099247091,78.98,3.90200050554355
2046000,0.0453728268084367,3.26886379192334,288.52,0.856972205471274
2111180,0.0460568781002514,3.71566872005476,131.47,1.72748798068226
7196900,0.0460986315040519,3.70366187542779,106.35,1.20281087107905
1411300,0.0480948550351646,3.17544969199179,79.32,1.18818599133716
7195800,0.0482364215180522,3.50413004791239,38.23,1.01169458220459
2077200,0.0489889008542847,3.27839698836413,121.69,0.914961709744453
3384450,0.0496725306242436,3.66948117727584,111.13,1.33312363324201
1491000,0.0500257211233794,3.30507597535934,292.04,1.2295195699044
10258000,0.0508458776283359,1.10136755646817,43.69,0.282084155144515
2070000,0.0508621647943431,3.30035318275154,270.61,1.15790652736504
7060710,0.0509984831292569,3.69650376454483,150.03,0.767293025046024
7167500,0.0520689190916616,2.81646406570842,319.62,0.83854665634758
2111500,0.0523692516718814,3.58283504449008,233.66,1.36802783636457
2112120,0.0524049751607388,3.55881587953457,322.27,1.33259241011631
2074500,0.0524690208413809,3.27095003422314,288.53,0.967301580912175
2059500,0.0529389162953181,3.0996167008898,485.41,0.86012144322692
2112360,0.0531136274470014,3.44035318275154,205.3,1.43119097916837
2069700,0.0533951587612168,3.52261054072553,221.13,1.31641031007653
5593575,0.0547473552431735,2.96442299794661,217.67,0.875231447686994
7180500,0.0557846206828486,2.60758932238193,275.51,0.656215582268323
5595730,0.05667164669358,3.100681724846,236.76,0.872784691279926
2051000,0.0570245782420973,3.17086516084873,144.82,0.736388087586572
6921200,0.0572554270612204,3.23265297741273,323.62,0.834180665773062
3280700,0.0584460847843343,3.9905735797399,158.22,1.33001383415596
3504000,0.0589912291417263,5.6031485284052,134.52,3.68226240268835
2064000,0.0606011692596163,3.09549623545517,427.77,0.929231885238746
14309500,0.0612553691709827,4.97778097193703,224.92,2.45769981839278
6910800,0.0613066358092003,2.66768651608487,444.6,0.577235618081034
2065500,0.0617139970732649,3.13286379192334,252.58,0.936285110309618
7145700,0.0617611519704068,2.51052156057495,399.81,0.567355277920452
6911900,0.0618531603753962,2.6653839835729,293.06,0.578259821399047
2055100,0.0622119918873982,3.05622997946612,30.54,0.981350137907469
1466500,0.0626617697616761,3.53983709787817,5.38,0.853261967265614
3456500,0.0638736766495558,4.7873839835729,133.43,2.59869262288597
5592575,0.0638801924050215,2.9833826146475,115.25,0.865627743142634
2056900,0.0646059372808137,3.17934428473648,298.11,1.01661710947524
2038850,0.0655225978510027,3.14961533196441,22.0,0.887958950199278
3368000,0.0670858663666364,3.50896235455168,29.72,1.41702292535252
6879650,0.0672497335190048,2.62374674880219,11.51,0.476242834203878
3291780,0.0673686532615331,3.62401642710472,71.41,1.51060264474907
5591550,0.0692516054963585,2.89986036960986,96.21,0.892293483779362
1658500,0.0693570115673005,3.21813963039014,19.34,0.95623885858502
14306340,0.0693804146431187,6.48986721423682,14.73,4.16137631219798
3357350,0.0702381984794612,3.22015605749487,7.75,1.18148201915217
12043000,0.0706412610411825,8.28458316221766,337.19,7.82488152839181
6889200,0.0716152496141078,2.58962354551677,385.66,0.569652696534771
3340800,0.0732286680426859,3.11718001368925,357.65,1.07195072644772
5593900,0.0734339258739105,2.86180150581793,145.45,0.827436931530301
5592050,0.0740889287495313,2.83289801505818,254.12,0.786825724665925
5507600,0.0742633892998097,2.92049281314168,275.38,0.708252746458273
3165000,0.0758216158494753,3.67150171115674,102.0,1.67893377847116
3460000,0.077253343718732,4.47108008213552,127.02,2.18216888049862
3455500,0.0774314166204897,5.80058042436687,72.95,3.30074139682846
3241500,0.0779467519548554,3.07015605749487,170.91,1.0407492165565
12095000,0.0782320939481484,4.56074606433949,205.84,2.65863567896673
3159540,0.0789834761345878,3.14572073921971,400.85,1.0988234059004
2028500,0.0802569579048301,3.3264476386037,245.45,1.42776697760516
3364500,0.0804170575814994,3.34864476386037,237.09,1.20378128549709
1583500,0.0807286497637625,3.26212594113621,155.85,1.09941944209249
1580000,0.0816880923954386,3.43172758384668,244.37,1.30529953024018
1666500,0.0822553978033295,3.20091170431211,463.15,1.21804921581943
5503800,0.0832843857982754,2.94587816563997,212.64,0.765751830505833
3471500,0.0838711696088708,3.41253798767967,198.16,1.32033825690415
1591400,0.0838764227317032,3.28500616016427,59.09,1.06736561811925
3450000,0.0842690506200039,4.09460643394935,14.08,1.89841335643901
1638480,0.0845583823488279,3.03442299794661,232.0,0.996602189120979
3237280,0.0847306381238598,3.52835318275154,32.95,1.12941139251563
3463300,0.0849163900758962,4.56529911019849,112.16,3.06004959603113
1586610,0.088413478566147,3.30466119096509,72.7,1.16319464933894
14303200,0.088754104072909,6.69440657084189,8.06,5.3575912714334
3140000,0.0894584784615066,2.91307871321013,70.35,0.948224382474892
14187000,0.0895194173938424,5.35609308692676,134.75,3.48093921568965
14222500,0.0900274241194852,7.37271731690623,323.89,5.29457395707866
2017500,0.0901845265568014,3.0252977412731,276.15,1.1691096871465
3479000,0.0904171237520879,3.973234770705,235.6,1.81548609047936
2027000,0.0904732223814793,3.46788637919233,240.77,1.64222503838148
12025700,0.0905767573548292,5.09124572210815,103.3,4.8354369165095
3144000,0.0936024048579887,2.99462286105407,363.41,1.10331015564865
2053800,0.0938172550300136,3.22805612594114,280.72,0.968322424276586
6803510,0.0940475934983777,2.10492402464066,113.28,0.273278935611273
1639500,0.0961263501421113,3.23323887748118,267.18,1.14066726022241
2014000,0.0978680841760858,3.1245735797399,396.78,1.06566502349611
2013000,0.0979143372407574,3.0362765229295,424.78,0.977041522304727
6903400,0.0979262678501136,2.77167282683094,481.42,0.71603014224073
1632900,0.0980763292373855,2.90811225188227,245.05,0.799203450500426
6803530,0.0991958577666237,2.14256810403833,309.75,0.271151293546156
10263500,0.0993605504007818,1.32236413415469,59.46,0.761292808795437
